QT000000000	D Frau isch jung.
QT000000315	Mr koå an Menschå mid ra Wohnung genaŭ so ombrengå wiå mid ra Aggschd.
QT000000316	D' Marie isch ganz schee arogand.
QT000000317	Maria isch vorbeikommå ond hat Tom gholfå.
QT000000318	S'Schenschde am Lerna isch, dass oim neamrd s'Glernde wegnemma koa.
QT000000319	D Grabstell vo de Peggy Guggenheim und irne Hünd
QT000000320	S Buech isch bruun.
QT000000321	Om å Hoar hett dr Tom an Ofall baut.
QT000000322	I vrrais scho gärå, abr desmôl gugg i dir bloß nôch.
QT000000323	Em Zemmer wars kuånaachd.
QT000000324	Friher warsch bildschee! Heit isch nur no dai Bild schee!
QT000000325	negativsymptom sind Persönlichkeitsmerkmol, die früner do gsi sind, jetzt aber wäge de Krankheit fähle. Sie sind also en Magel gegenüber dem was im gsunde Zuestand als normal aglueged wird. Schizophrenie, die vor allem Negativsymptom hend, vönd langsam a.
QT000000326	I kô mai Gepäck net fendä.
QT000000327	Bevor i mi uffreg, isch's mir liebr egal.
QT000000328	Waas wird no älles bassiera?
QT000000329	Dr Mordfall vu Rupperswil isch e Vierfachmord in dr Schwizer Gmeind Rupperswil gsi, wu am 21. Dezember 2015 passiert isch.
QT000000330	Erscht in de ledschde Johr hot d'Seele aó ibor ihr Heimat naus Bekanntheit erlangt.
QT000000331	Härkumft
QT000000332	D Kirch St. Peter und Poil
QT000000333	Noch em Schwümme isch sie no mit 4:23 min Rückstang uf em achte Rang gläge, het sech aber mit em Velo i Füehrig brocht und het die au uf de Marathondistanz nümme abgäh.[10] Mit dene Erfoug isch d Daniela Ryf i de Saison 2017 die Athletin gsi, wo am meiste Gäud verdient het.[11]
QT000000334	A paar Hüdda hen se domrom nogschdelld.[2]
QT000000335	Dr beschde Arzt isch dia Natur, weil sie ned bloß viele Leidä hoild, sondrn au niå schlächd von anamå andrå Kollegå schwätzt.
QT000000336	Lut eme Urteil vom Öiropäische Grichtshof für Mönscherächt usem Jahr 2020i isch de Demirtaş politisch inhaftiert[1] und us däm grund sötter sofort freiglah wärde.
QT000000337	Mr muass des Omegliche vrsuåchå, om des Megliche zom kriågå.
QT000000338	D Siteärm an dr breiteste Stell vum Langhüs sind vieleckig (polygonal) gmürt wore.
QT000000339	'S Denka isch zwar ällna Leit erlaubt, aber 's bleibd viele Leit erschbard.
QT000000340	↑ Ywohnerzaau 1810–2010 lut Vouchszähligsergäbnisse ↑ Turm u Park ↑ Websyte vor Schtadtbibliothek ↑ Museum vo de Zuewangerer us dr Schwiz
QT000000341	I mjuess dir ebbes sagå: I han glogå, wenn i gsagt han, i woiß nix.
QT000000342	Mir wellåd meeh.
QT000000343	Guad, wenn des Zemmr so schee uffgraimd isch, gell?
QT000000344	I koå nix sagå.
QT000000345	Vom Ochsa soll ma ned meh vrlanga wie a baar Schdiggle Rendfloisch.
QT000000346	Des Publikum hôd å Wäghehrrächd.
QT000000347	A guade Soß ond an Bolla Floisch erweggad en mir Läbendsgeischdr.
QT000000348	Tom brengd me no amôl om da Vrschdand! Är kôs oifach et lasså.
QT000000349	Sie hôd mrs erklärd.
QT000000350	Als du heid morgå ned kommå bisch, han i mir Sorgå gmachd, dass äbbes bassierd isch.
QT000000351	Tom ond Marie send hongrig.
QT000000352	I koa heit ned fahra, i muass drenka!
QT000000353	I will mee wia ä Endschuldigung.
QT000000354	Ofd koa mr de gligglichschde Dommhaida macha.
QT000000355	Am beschda schlofd mr, wenn dr Traum neba oim leit.
QT000000356	Die mikrobiologischä Prozäss verändered au d Farb und d Aromè vom Trubäsaft.[1] Es tüpischs Byspil drfür isch ds honigartigä Edlfülibukett bzw. Botrytiston.[2]
QT000000357	Bim Wiisswii isch de Farbton vo de Mängi vo de Laccase, wo abgäh worde isch, abhängig (wie bim Rotwii, bim Wisswii isch es äfach besser igsehbar).
QT000000358	Mir hôd dr Film et gfallä.
QT000000359	Inveschdier nur en å Aktie, von der du vrschdôschd, was se schaffed.
QT000000360	No guad, dass ma mi ned denka höra koa.
QT000000361	Aigendlich sodd mr ned bloß Englisch, sondrn nô meeh Sprôchå kennå.
QT000000362	D'Saison startet imene normale Ligasystem, wo all Teams je zweimal gegenand spiiled.
QT000000363	Maine Herrn, i han Siå fraindlicherweis härkommå lasså, om Eahne maine Endschaidongå berichdå.
QT000000364	De Bundesrat Hermann Obrecht het am 15. März 1939 gsäit: „[…] Wir Schweizer werden nicht [..] ins Ausland wallfahrten gehen.“ De Uusspruch besäit, dass kä Schwiizer Politiker oder Militär uf Nazi-Dütschland gah würd, und dass d Schwiiz niä zur Kollaboration bereit sy würd.
QT000000365	Wär uffherd zom lernå, isch ald, Ob er zwanzge oder achzig isch.
QT000000366	Hend se bidde nô å bissle Geduld!
QT000000367	Oschtantarktika, engl.
QT000000368	Si chommät us Taipei.
QT000000369	I will ned, dass mai Land å Mitglied von dr Eiropäischå Uniô wird.
QT000000370	Oinrå Schdrôßabô ond oiner Aktie derf må niåmals nôchlaufå. Blôß Geduld. D*negschde kommd mid Sichrheid.
QT000000371	Sag amol des schwäbische Teschdword „ooagneem“.
QT000000372	Dusch du d'Epfl mid dr Schal ässa?
QT000000373	Z New York und z Paris
QT000000374	Woisch du, wia mr deen Roifa aufbomd?
QT000000375	Negativsymptom chön scho do si, lang bevor d'Krankhei usbricht. Sehr oft werden Schloofstörige und Depressione beobachtet. D'Negativsymptom werder stärker, je länger d'Krankheit aadured.
QT000000376	I han's mr ned rausgsuachd, an Schwob zom sai! I han oifach bruddal Gligg ghed!
QT000000377	Mir älle sähåd dia gleiche Sonnå.
QT000000378	A Maa ohne Bauch isch a Kribbl.
QT000000379	Ires Grab und s Grab vo irne geliebte Hünd, de Lhasa-Dogs, befindet sich uf em Geländ vom Museumsgarten (spöter Nasher Sculpture Garden gnännt) z Venedig.
QT000000380	In de letzte Joorzähnte het sich d Verwändig vo dere Variante aber äu uf d Dütschschwiz usdehnt.
QT000000381	„Babba, woisch des Deng zom Grombiera schäla?“ – „Dia isch ge aikaufa.“
QT000000382	Mir gôd däär Gedankä ned ausm Kopf.
QT000000383	I benn z'alt fir den Scheiß.
QT000000384	I môg de, wie de bischd.
QT000000385	Es isch oft schwirig, en Antwort mit enere Frog z'verbinde.
QT000000386	Über de Zitruum vom ene Monät muss mindestens eis vo de Symptom a-d, oder midestens zwei von de Symptom e-h do si.
QT000000387	Wenn no älle so wärad, wie i sai sodd.
QT000000388	Dahoim will wenigschdens d'Waschmaschee von mir o'gmacht werda.
QT000000389	De Fabrikbau Meyer & Co. in Brämgarte isch 1928/1929 nach Plän vom Zürcher Architekt Johann Emil Ganz baut worde.
QT000000390	D Form „Silvan“ (näbe z. B. frz.
QT000000391	Diå Regal mid dem Klobabier wared absolud lähr. So äbbes han i en maim ganzå Läbå nô ned gsähå.
QT000000392	De Gründer Robert Barth isch am 29. März 2007 im Alter vo 85 Jahre z Rootrischt gschtorbe.
QT000000393	Puschtschino (russisch Пу́щино) isch ą Stadt mit 20.332 Aiwohnęr (Stand vom 14. Oktober 2010)[1] en Russland en dęr Oblast Moskau, etwa 120 km siedlich vó Moskau.
QT000000394	I ben mit dr Not vo mainra Mathearbet zfrieda.
QT000000395	Vochär hän si noch a Hüffe Geater härghä. So het dr Dietrich v. Bhn 1353 9 Morge Land im Bruch vu Gieboldehüse an si Schwoger Curdt vu Wulfte vukoift. Är het 4 Mark ‚lötigen Silbers‘ drfir kreagt.
QT000000396	D Hedi Wyss läbt und schaffet in Kilchberg be Züri.
QT000000397	D Daniela Ryf läbt z Fäubrunne-Santiklaus.
QT000000398	Wenn dees d'Lösung isch, hedd i gern mei Problem zrugg.
QT000000399	Hend ihr äbbes gässå?
QT000000400	I hald's hier nemme aŭs. I hau ab!
QT000000401	Als Journalistin und Schriftstellerin het sie sich in Reportage, Essays und Kolumne under anderem mit Kunst, Literatur, Theater, Film, Erziehig und Frauefrage befasst.
QT000000402	Dort hend se net viel zom essa.
QT000000403	Mai Mô kô sähr guad kochå.
QT000000404	Wie viel Leit schaffad bei eich em Gschäft? Fasch'd Hälfde!
QT000000405	Was sind Si vo Prueff?
QT000000406	Hendr gsäa, wia se eich aguggt hot?
QT000000407	Sie het mit dr nöie Bestzyt uf dr Ironman-Distanz vo 8:26:16 h e nöie Streckerekord bei di Froue uf Hawaii ygstöut und het deby ire bishärig Rekord us em Johr 2016 um mehr aus 20 Minute ungerbote.
QT000000408	I gang gern go laufe.
QT000000409	Durdas gaht bi trochnem Wätter Flüssigkeit us de Trube use und verdunstet.
QT000000410	„Wo guggsch du z'erschd no, wenn de a scheene Frau siehsch?“ – „Ha, ob mei Weib guggd!“
QT000000411	Wenn du daine Fählr kennschd, kenschhd du aŭ daine Schdärkä.
QT000000412	Ihrä isch s ned kald.
QT000000413	Krankheite die ähnlich sind wie Schizophrenie kennt mä sit em Altertum. Mä weiss hüt nöd, warum d'Lüt a schizophren werdet.
QT000000414	Was hend ihr dô gfondå?
QT000000415	Worom s'endrå?
QT000000416	E Postcharte vom 3. Februar 1940
QT000000417	Schempfä isch leichd, dromm vrsuächad viele dees. Mid Vrschdand lobä isch schwär, dromm dean des so wenig.
QT000000418	Fendåd Tom ond brengt en omm!
QT000000419	Landmannahellir Lage: Suðurland (Südisland) Geographische Lage: 64° 3′ 0″ N, 19° 14′ 0″ W64.05-19.233333333333Koordinaten: 64° 3′ 0″ N, 19° 14′ 0″ W Landmannahellir (Erde) Längi vum Schau- hehlineberyych: 14 m Website:
QT000000420	2011: Beste Nebendarstellerin für 180°- Wenn deine Welt plötzlich Kopf steht bi Schwiizer Filmpreis 2012: Beste Schauspiilerin für Eine wen iig, dr Dällebach Kari bi Schwiizer Filmpreis 2013: Sternschnuppe - Europas Beste Junge Schauspiiler bi Internationale Filmfestspiele Berlin
QT000000421	Sisch scho kurios, dass d'Heanr beim Schlôfä ned von dr Stang fallad.
QT000000422	Tom hôd nô ned dia Zeeh butzd.
QT000000423	Där Meteorit isch en dr Sahara gfondä wordä.
QT000000424	In Österriich werded a eigene Schuelä Weinbau- und Kellerfacharbeiter usbildet.
QT000000425	S Durchschnittsauter het 42 Jahr betreit.
QT000000426	I de Rüüm vom Palazzo isch syt 1980 s Museum Peggy Guggenheim Collection underbrunge, wo wyterhin iri Sammlig uusstellt.
QT000000427	Bi dr manuellä Läsi (tradizionell) schnidet mer die riife Truube vo Hand ab.
QT000000428	Wenn d'Weinachtsgloggå leidet, wird sogar dr Deifl mild.
QT000000429	I gang zu mainrä Muadr zrugg!
QT000000430	Für d Lehre als Telematiker wärde gueti Note im Fach Mathematik vorusgsetzt.
QT000000431	Schach verfasste den Kommentar Avi Ezri zur Mischne Tora des Rambam und war Rosch - Jeschiwa der Ponewiescher Jeschiwa in Bnei Brak .
QT000000432	D Blueme isch schöön.
QT000000433	Glicklichrweis hôd’s koine Vrletzde gäbä.
QT000000434	Drü Sorte Rivella (2012)
QT000000435	Usserhalb vo de Fachsprooch
QT000000436	Wenn dai Weib sait: „Mach, wa de widd“, no mach uff koin Fall, wa de widd!
QT000000437	I benn koi Aibrechr. I han mi bloß schnell omschauå wellå.
QT000000438	Dänkmal uf de Allmänd z Zollike
QT000000439	Mannschaft bis en d Kreisliga A 3 Iller abgschdirtzt. 2012 isch ma zwar zwischazeitlich wieder en d Bezirksliga aufgschdiega, momentan schbield de 1.
QT000000440	Bitteschöön.
QT000000441	Der Hond isch hongrig.
QT000000442	I woiß zwar ned, was ihr vorhend, abr i wensch eich Gligg.
QT000000443	Denn se liäbr dees, was diä sagäd.
QT000000444	I ha mi am Fuess verletzt.
QT000000445	Manchmol fühld sich mei Läba wie an Teschd oa, fir den i ned glernd han.
QT000000446	Forgess net emmer dia Gensefiaßla!
QT000000447	Mô koå neamrd ibrholå, wem mr en saine Fuåßschpurå dabbd.
QT000000448	Wiå hauch du au fliågschd, nôchr wirschd du emmr auf d'Ärdå fallå.
QT000000449	Näbe de Viewirtschaft isch noch d Leffelschitzerei wichtig gsi.
QT000000450	Im Früehlig 1991 sind Bsetzer id Offensive gange und hend zum erschte mal de «Verein Kultur Zentrum Bremgarten KuZeB» gründet.
QT000000451	I han fir d'Maria å Gensebleamle pfliggd.
QT000000452	D Iirichtig Höcheri Bundeslehraastalt und Bundesamt für Wii- und Obstbou in Klosterneuburg bütet als einzig sötigi in Österriich ä foifjährigi Usbildig mit Matur a.
QT000000453	Beoruhigt di dees, Maria?
QT000000454	SSL Dame
QT000000455	I will etzed aigendlich liåbr et mid dir schwätzå.
QT000000456	S'ledschd Jôhr han i an Herzinfarkt ghedd.
QT000000457	Neamrd kennd da Tom so guåd wiån i.
QT000000458	Die Krone isch å Huat, en den's nairegnåd.
QT000000459	Silwan Sylvan (Begriffserklärig) Silvanus Silvani
QT000000460	Diå Dasch isch aus Lädr.
QT000000461	Dur das isch d Energiemängi gringer und erreicht 30 kJ (ca. 7 kcal) pro 100 ml.[5]
QT000000462	Zentrals Elemänt vom Oobe isch e Dote-Ehrig, s «Ladärnliverbrenne», e Tradition, wo bis zem hittige Dag wytergfiehrt wird und vyl vom Wäse vo dr BMG usmacht.
QT000000463	'S Wichdigschde beim Eikauf isch, ned 's oigene Geld zom nemma.
QT000000464	Wie hoisch du, mai Siaße?
QT000000465	Noch em Schub verschwindet d'Kankheit fascht komplett, bis zum nöchste Schub. D'Ziit zwisched de Schüb cha mehreri Monät bis Johr si.
QT000000466	Dr Gscheide woiß vo sainrå Dommheid, dr Domme ned.
QT000000467	Puschtschino isch 1964 mit ąm Bau vó annąmą Radioteleskóp grendt wordą.
QT000000468	Offizielle Website (russisch) Puschtschino auf mojgorod.ru (russisch) Wissenschaftszentrum Puschtschino (russisch ond englisch)
QT000000469	I will amôl am Fenschdr sitzå.
QT000000470	Sisch net dai Geld, was i will.
QT000000471	Se kenned dahommä wardä.
QT000000472	Rivella gilted als es Nationalgetränk vo de Schwiiz.[7] Im Jahr 2013 het de wärtmässigi Märtaateil vo de Rivella AG im Schwiizer Erfrischungsgetränkemärt 15,3 Prozent beträit.[8] Rivella chunnt hinder Coca-Cola uf Platz 2.
QT000000473	Wie kommschd du denn drauf, dass i mid ebbr ausgangå bee?
QT000000474	Im Super-G isch sie usgschide.
QT000000475	Im Herbst 1920 het sie es Volontariat i de Buechhandlig „Sunwise Turn“ z New York aaträtte, wo sie vili Intellektuelli und Künstler känneglehrt het.
QT000000476	Endweder du häldsch dai Wort oder dai Gosch .
QT000000477	Dr Schbortclub Vehrenga 1893 e.V., offiziell Sportclub Vöhringen 1893 e.V. isch a Schbordverei aus dr Stadt Vehrenga.
QT000000478	Unter Strafgfangnä wird de Begriff hüüfig als Beleidigung gege en bsunders femininä oder effeminiertä Mitgfangenä verwendet.
QT000000479	Mir send koine äfengr.
QT000000480	Das cha vo Gältön bis (im schlimmstä Fall) zu sehr brun und fascht Cognac-ähnlicher Brunfärbig gah.
QT000000481	Kenndescht du et langsam schneller fahra?
QT000000482	Dr SCV schbielt seit deam, obwohl er a boirischer Verei isch, en der Wirddabergliga.
QT000000483	Rest vó annąmą altą Landgút en Puschtschino
QT000000484	D'Ingrid Alexandra, d'Prinzessin vo Norwege (* 21. Januar 2004 in Oslo) isch d'Tochter vom norwegische Chronprinz Haakon und siinere Ehefrau de Chronprinzessin Mette-Marit.
QT000000485	Lend ons senga!
QT000000486	Sit 1969 isch sie freii Journalistin und Schriftstellerin.
QT000000487	Die meischte glaubet, dass mehreri Faktore zämmespilend.
QT000000488	Sie het am nächste Tag no a dr Abfahrt teilgnuu, het aber denaa d Saison 2011/12 vorzytig beändet.[3] Am 27. Oktober 2012 het sie äbefalls z Sölden iri Rieseslalom-Bestleistig uf de 4. Platz verbesseret und am 27. Januar 2013 het sie als 30. z Maribor zerstmal imene Slalom punktet.
QT000000489	Schizophrenie bezeichnet e Groppe vo schwäre psychischer Krankheite S'Wort isch abgleitet vom griechische : σχίζειν s’chizein heisst „spalte“, φρήν phrēn wird übersetzt mit „Geist, Seele, Gemüt, Zwerchfell“. Alli senige Krankheite gsehnd ähnlich us.
QT000000490	Usträgigsort isch de Autobahnchreisel Betzholz bi Hinwil im Zürcher Oberland.
QT000000491	Hasch du gsäa, wia se di aguggd hot?
QT000000492	Mir send gegä eich.
QT000000493	Heit isch se für Urlauber do.
QT000000494	D'Lehrerin suecht denn Zueflucht im Rucksack vom Felix und zämme suechets nach em Grund fürs Schrumpfe.
QT000000495	2022 fyr si 100 Johr Stänzler und 100 Johr im Restaurant Laiezorn als Cliquenlokal.
QT000000496	Gliichzitig veränderet de Schimmel d Zämesetzig vo de Trubä.
QT000000497	„Schätzle, sag mir die drei magische Werder: Mauldascha send fertig!“
QT000000498	A schees Mädle heiroda, wo nix hat, isch wia aus ra Schissl fressa, wo nix denna isch.
QT000000499	Preis vom Regierungsrat vom Kanton Züri (2003, für Bubikopf und Putzturban.)
QT000000500	5 × Seriemeischter (1995/1996, 1999/2000, 2008/2009, 2009/2010 und 2016/2017) 9 × Gold im NM-Final (1994/1995, 1995/1996, 1999/2000, 2004/2005, 2005/2006, 2008/2009, 2009/2010, 2016/2017 und 2017/2018) 9 × Silber im NM-Final (1997/1998, 1998/1999, 2000/2001, 2001/2002, 2002/2003, 2003/2004, 2007/2008, 2014/2015 und 2015/2016) 2 × Silber im EuroFloorball Cup (2013 und 2014)[3][4]
QT000000501	Schee isch anderschd.
QT000000502	Wenn mr jedn Dag acht Stondä schlofd, vrschlôfd mä oi driddl von saim Läbä. Wenn mr also 75 Jôr ald wird, hod mä 25 Jôr bloß gschlôfä.
QT000000503	Dahoim isch fir mi do, wo's Spätzla geit!
QT000000504	Nr Position Spiilername Jaargang 30 Goalie Pascal Meier 1990 31 Goalie Mathieu Unternährer 1991 2 Verteidiger Alexander Hess 1994 7 Verteidiger Alain Kaiser 1991 8 Verteidiger Moritz Mock 2000 13 Verteidiger Kay Bier 1995 10 Verteidiger Nico Berlinger 1987 9 Verteidiger Julian Müller 1993 17 Verteidiger Andreas Honold 1991 97 Verteidiger Luca Graf 1990 41 Verteidiger Benjamin Reusser 1987 6 Stürmer Claudio Laely 1992 11 Stürmer Cyril Zolliker 1994 19 Stürmer Daniel Steiger 1993 29 Stürmer Florian Wenk 1998 21 Stürmer Emil Julkunen 1990 23 Stürmer Fabrice Göldi 1995 25 Stürmer Christoph Meier 1991 27 Stürmer Cyrill Pedolin 1998 71 Stürmer Roberto Vizzini 1990 91 Stürmer Nico Scalvinoni 1989 81 Stürmer Michael Zürcher 1981 95 Stürmer Joel Rüegger 1995
QT000000505	I han's mir ned rausgsuchd, an Schwob zom sai! I han oifach bruddal viel Gligg ghed!
QT000000506	Wo dr Reichtum regiert, isch d'Armet dôhoim.
QT000000507	Macht oifach dees, was eier Muadr said.
QT000000508	Thomas läbt em ma Raddaloch.
QT000000509	Sie isch denn drümou Schwizermeisteri i dr Jugedkategorie worde.
QT000000510	Mr kô koi neies Läbå ôfangå, abr däglich ån neiå Dag.
QT000000511	Gäld kô mr ned atmä, drenkä odr ässä!
QT000000512	Des mach i morga! Zack, scho wiedr a Woch rom!
QT000000513	Ond d Noomi håt des Kend gnomma ond ra s an Brust glegt ond ischd sae Pflegere wôra.
QT000000514	I will dai drhoim säå
QT000000515	Olympischi Spiil
QT000000516	Bi n#enere erfolgriche Behandlig, isch Duur, wo d'Symtom do sind kürzer.
QT000000517	In Österriich bütet d Fachhochschuelstudiengäng Burgeland in Eisenstadt und i dä Schwiiz d Fachhochschuel Westschwiiz / École d’ingénieurs de Changins es Studium i därä Kategorie a.
QT000000518	Halt dai Gosch!
QT000000519	I mechd gärn an Bord kommä.
