QT000000000	D Frau isch jung.
QT000001233	S isch plant gsi a großzigigi, dreischiffigi Hallekirch mit ere Lengi vu 36 m un ere Breidi vu 14 m mit samt em Querhüs z‘ boie.
QT000001234	I be glügglich, weil mir oifach egal isch, wa d'Leit ibr mi schwätzad!“
QT000001235	D Gmeindsflächi het 5,39 km² betreit.
QT000001236	Im April 1991 het d Stadt mitere polizeiliche Rümig droht.
QT000001237	Usbildig
QT000001238	Neui Studie sind i de Niederlande und in Grossbritannie gmacht worde: Sie zeiget, dass d'Zahl vo de Erschtufnohme wege Schizophrenie ab em Alter vo 70i massiv astiigt. Im hohen Alter gits vil meh erstufnahme als bi de Jüngere.
QT000001239	Bärnshüse isch eins vu de am beschde archäologisch erforschde Derfer in Niedersachse.
QT000001240	Gibds Goischdr?
QT000001241	I han nô nia an ächda Diamandä gsää.
QT000001242	Dr Fahrer hôd då Ofall gmacht.
QT000001243	S'letschte Drittel het en chronische Verlauf: D'Krankheit is immer do, und muss behandlet werdä. Die Lüt sind psychisch behinderet.
QT000001244	Ois vo de seldsamschde Sachå ibers Läbå isch, dass de Arme, dia wos Geld am moischdå brauchad, grad diå send, die niå ois hend.
QT000001245	Bedengå send ofd bedenklich statt bedengenswärd.
QT000001246	Wenn de Frischdügg am Bedd willsch, noa muasch en dr Kucha schlofa.
QT000001247	De Aldar, d Kanzle un de Doifstei sin uf neigotischi Art gmacht.
QT000001248	Dees isch zviel uff oimäl.
QT000001249	I han å andre Enformatiô.
QT000001250	Mit sym einzige Sohn Meyer Guggenheim het er z Philadelphia es Handelsundernähme uufbuut.
QT000001251	Er stoht im Inventar vo de schützenswertä Ortsbilder vo de Schwiiz (ISOS) vo nationaler Bedüütig und dokumentiert es Stück Kulturgschicht vo Brämgarte.[1]
QT000001252	Bim erste Trainingslauf für d Abfahrt z Tarvisio het sie sich nach eme Sturz e Chrüüzband- und en Innebandriss am lingge Chnüü und en Inneband-Aariss am rächte Chnüü zuezoge.
QT000001253	Du hôsch di schwär vrändord, seid i di kennåglernd han.
QT000001254	Diplomierte Telematiker
QT000001255	Am Änd vum 19. Johrhundert aber, isch d Viewirtschaft noch emol wichtiger wore. Anne 1892 hets 177 Rinder, 498 Scheef, 363 Sei, 111 Gaise un 6 Immekerb gäh.
QT000001256	Wart å halbe Schdond!
QT000001257	Mr sodd scho deshalb koi langs Gsichd machå, weil mr dann meh rasierå muass.
QT000001258	Under em Iifluss vo de 68er-Generation isch au d Wichtigkeit vom Guisan und de Mythos, wo sich um sini Person rankt, dur Historiker wie de Jakob Tanner und de Hans Ulrich Jost i Frag gstellt und d Bedütig vom Réduit relativiert worde.[4] Eine Rolle het um die Zeit ume und später au no gspilt, dass sehr vieli wichtigi Dokumänt us de Chriegszyt erst damals, nach ere 35-jährige Sperrfrist, de Forschig zuegänglich gmacht worde sind.[5] Und au de ersti Guisan-Biograph, wo Bundesarchiv-Akte verwändet het, de Willi Gautschi, het d Leistig vom Rütli-Rapport im 1940i relativiert. De Gautschi het druuf verwise, dass de General churz drufabe em Bundesrat grate het, e diplomatischi Vermittligs-Mission uf Berlin z schicke – was d Landesregierig aber abglehnt het.
QT000001259	Om de Landmannahellir hads viel Moos ufm Boda.
QT000001260	Mir brauchad neie Ideå
QT000001261	Nach em United States Census 2010 hei hie 3999 Menschen i 1620 Hushaute u 1078 Familiene gläbt.
QT000001262	Er isch z Pully beärdiget worde.
QT000001263	Koi Feschdung isch so stark, dass mr se net mid Gäld einnehmä kô.
QT000001264	Bi de World Music Awards 2007 het dr Mika i de Kategorie „Best Selling British Artist“, „Best Selling New Artist“, „Best Selling Male Entertainer“ und „World’s Best Selling Pop-Rock Male Artist“ e uszeichnig becho.
QT000001265	Mir hend so laud gsonga, wia mr kennå hend.
QT000001266	I benn uff mi selber schdolz gwä.
QT000001267	Schutzpatron vo de Winzer sind dä heilig Cyriak (eine vo de Vierzäh Nothälfer) als Bistand gäge Frost und Unwetter, und de heilig Urban vo Langres, wo oft mit äm Heiligä und Papst Urban I. verwechslet wird, als Hälfer für gsunde Räbwuchs.
QT000001268	Wenn harde Ärbet so å wondrscheene Sach wär, nô dädåd dia Reiche se älle fir sich bhaldå.
QT000001269	Was hend ihr dôrnôch do?
QT000001270	I môg eigendlich Geld ned, abr s beruhigt maine Nervå.
QT000001271	Dor Gminder Briegl gódd im Vergleich zur Seele mähr in d' Broide ond isch ned so lang, dor Gebbingor Briegl abor zoichnd sich vor ellem durch á „krummá“ Optik aos.
QT000001272	Wie hoissd des Password?
QT000001273	A verschiddets Wasser kosch nemme uffheba.
QT000001274	Dô isch jedan Morgå å Oichhernle kommå. Dees war so zuådraulich, dass es sich sogar von dr Maria hôd schdreichlå lasså.
QT000001275	Jedr Ålegr kô mid Aktiå reich werrå, wennr saine Hausaufgabå machd!
QT000001276	Verkürzti Ausbildig in Verwandte Beruef Elektroinstallateur Elektroplaner Bruefsprüefig Elektro-Projektleiter Elektro-Sicherheitsberoter Telematik-Projektleiter höheri Fachprüefig dipl.
QT000001277	Was gnau söli i mache?
QT000001278	Dämna wachst de iispanzer i Oschtantarktika im Unterschied zum Gsamttränd sogar, wie en Langziitmässig us em Ziitraum 1992 bis 2017 ergäh hät (Zuewachs 5 Mrd. t pro Jahr).
QT000001279	Wia mrs machd, machd mrs richdig!
QT000001280	Er hät es Velo.
QT000001281	Wo d Ysebahngsöuschafte immer wie meh Linie bout hei, hei d Ywohner vo Berne ihri Chance gseh cho.
QT000001282	Woischd du, wo dai Vaddr etzad isch?
QT000001283	Flädlesupp isch die beschde Medizin.
QT000001284	Im Jänner 2010 het d Gisin i dr Abfahrt vo Haus im Ennstal en Riss im Innemeniskus erlitte.
QT000001285	I hab geschdern drvo draimt, dass i Mauldascha ess – heit han i mir oine gmacht, läb daine Draim!
QT000001286	NE 81 vó dęr WEG uf dęr Strohgäubahn
QT000001287	De Guisan uf ere Postcharte vom 13. September 1939
QT000001288	Dor Beddler isch zrlombd gwä.
QT000001289	I ben an dem Ende vo derä Schlang gschdandä.
QT000001290	Nes älles mid zwoi Bagga isch a Gsichd.
QT000001291	Wiiläsi vo Hand
QT000001292	Halluzinatione.
QT000001293	S'ischd faschd siebå Uhr.
QT000001294	Frieher war älles leiĉder, i zom Beisĉbiel.
QT000001295	Im Februar 2008 isch er sowohl mit emne Echo i der Kategorie „Newcomer international“ als äu mit emne BRIT Award als beste Newcomer uszeichnet worde.
QT000001296	Er hôd ned aufherä kennä zom heulä.
QT000001297	I han då ganze Dag gschaffd ond bee sähr miad gwä.
QT000001298	D Bevöücherigsdichti het auso 742 Einw./km² betreit.
QT000001299	Mir gängad mid dr Wäld om, als hedded mir no ä zwoide em Koffrraum.
QT000001300	Mach Geld zu daim Godd ond es wird di blôgä wiä dr Deifl.
QT000001301	S oschtantarktische Fäschtland erschtreckt sich, vom Südpol her, gröschteteils bis öppe zum südliche Polarchreis; lediglich d Küschte bim Königin-Maud-Land liet südlicher, nämlich grob bim 70. südliche Breitegrad.
QT000001302	Gsammleti Werch (hg. von Vesna Kondrič Horvat)
QT000001303	I han bloß gsagt, was scho ganz klar gwäså isch.
QT000001304	Neamrd hier hôd deen Nämä.
QT000001305	Wältmeisterschafte
QT000001306	Di erschd Kirch in Bärnshüse isch a romanische Boi middle im alde Dorf gsi. Schbeder isch si zu nere gotische Kirch umboit wore.
QT000001307	Übersetzige
QT000001308	Ned gschempfd isch gnuag globd.
QT000001309	Viele Menscha werdåd woich, wenn's hard uff hard gåd.
QT000001310	Leischdong isch s'Ergäbnis vo Motivatio.
QT000001311	Dô war ä Flegg, jetzt isch r wegg.
QT000001312	Älles Große kommt vonam drotzdem.
QT000001313	Strecke Nåm vó dęr Bå Spurweit Åmerkongą Nebąbå Nirtengą–Neiffą Tälesbahn 1435 mm seit 1900 Nebąbå Ébengą–Onstmettengą Talgangbahn 1435 mm 1901–1998 Nebąbå Amstettą–Laichengą Albbähnle 1000 mm 1901–1985; Teilstick Amstettą–Oppengą an d'Ulmer Eisenbahnfreunde, Rest abbaut Nebąbå Gaildorf–Ontęrgreąnengą Obere Kochertalbahn 1435 mm 1903–2000; bis 2005 nó Gietęrvęrkehr Nebąbå Vaihengą–Enzweihengą Vaihinger Stadtbahn 1435 mm 1904–2002 Nebąbå Amstettą–Gerstetten Lokalbahn Amstetten–Gerstetten 1435 mm 1906–1996; Museumsbetrieb durch d'Ulmer Eisenbahnfreunde Nebąbå Jagstfeld–Ohrnberg Untere Kochertalbahn 1435 mm 1907–1993; etząt Radweg Lokálbå Reitlengą–Énengą Reutlinger Straßenbahn 1000 mm 1912–1944; iąbernommą durch d'Stadt Reitlengą, 1974 aigstellt Nebąbå Reitlengą–Génnengeną Gönninger Bahn 1435 mm 1984–1985 (ehemals WN); bis zom Industriegebiet Betzengą vó dęr Stadt Reitlengą iąbęrnommą Nebąbå Korntál–Weissach Strohgäubahn 1435 mm seit 1984 (ehemals WN) Nebąbå Schorndorf–Rudersberg Wieslauftalbahn 1435 mm seit 1994 em Uftrág vom ZVVW (ehemals DB) Nebąbå Béblengen–Dettąhausą Schönbuchbahn 1435 mm seit 1996 em Uftrág vom ZVVW (ehemals DB)
QT000001314	Aber gega d'Israelita därf no et amôl a Hond mit dr Zong schlecka, weder gega en Menscha no gega a Stückle Vieh, dass r endlich kapierat, dr Herrgot macht en Onderschied zwischa Ägypten ond Israel.
QT000001315	Zwüsched de Schüb bildend sich d'Symtom meischens vollständig z'rugg.
QT000001316	Due äbbes Salz dorzuå.
QT000001317	Mir wärdåd di ned vrgässå.
QT000001318	Bi de jährliche Überfüehrig vom Veh vo den Alpe zrugg i d Dörfer im Tal sind d Härde fästlich mit Blueme gschmückt.
QT000001319	Ziag dir daine Stiefl å ond hol Brennholz ausm Waald.
QT000001320	Rivella Rot Rivella Blau (Rivella light) Rivella Grüen (mit Grüentee-Extrakt) Rivella CLIQ Pfirsich (syt 2014) Rivella CLIQ Rhabarber (syt 2014) Rivella Mango Tropical (syt 2017[2])
QT000001321	I moin, sisch jetzetle z'schpät drzua.
QT000001322	Charte vo de Antarktis mit Oschtantarktika (Uf Hochdüütsch)
QT000001323	Vielleicht mecht i no äbbes bleibä.
QT000001324	Erscht wi mer einheitlichi Kriterie iigführt het, isch es möglich worde, die Dieagnose zu vereinheitliche, und d'Hüfigkeite mitenand z'vergliche.
QT000001325	Neigier isch schdärger als Angschd.
QT000001326	Hüt gits zwei Sätz vor Relä, wie mer Schizophrenie diagonstiziert. Der einti isch vo de Weltgesundheitsorganisation (ICD-10), der anderi isch vo de Amerikanische psychiatrischen Gesellschaft (DSM-5).
QT000001327	D Peggy Guggenheim isch eini vo drü Töchtere vom New Yorker Gschäftsmaa Benjamin Guggenheim und vo synere Frau Florette Seligman (1870–1937) gsi.
QT000001328	Åfang de 80-er Jår hot d'WEG ågfangą, ihre alte Triebwägą z'modernisierąt.
QT000001329	Laut Forschung isch 12 die ideale Anzahl an Mauldascha am Dag.
QT000001330	De Verlauf vo de Krankhei isch eher günstig.
QT000001331	Hüt het de Verein guet 20 Mannschafte.
QT000001332	Dr Tom will sich ned ändra.
QT000001333	Drhoim isch do, wo du dain Ranza ned aizieha muasch.
QT000001334	Scherba brengat Gligg, aber bloß fir d'Archäologa!
QT000001335	I hoff, dass es heit et regnåd.
QT000001336	Ab denn verlauft d'Schizophrenie in Schüb.
QT000001337	Charakteristischi Positivsymptom sind inhaltliche Denkstörunge, Ich-Störunge, Sinnestäuschige und motorischi Unruhe.
QT000001338	Büecher
QT000001339	Megåd Sia d'idalienische Kiche?
QT000001340	Ab ma gwissa Alder hoißd Gligg, en an Raum zom komma ond no wissa, wa ma wella hod.
QT000001341	Äll Dag hôd må koi Zeid, en de Feriå muåss må sich d'Zeid vrdreibå.
QT000001342	Ald sai isch koi Broblem, abr es isch å Broblem, wemmer ald aussied.
QT000001343	Aktustischi Halluzinatione (Akoasmen) sind hüfig: Öppe 84 % vo de Lüt mit enere schizophrenen Psychose nehmend Gedanken wohr, und glaubed, die Gendankewüred vo usse cho.
QT000001344	Währed dr Abfahrt vo de Wältmeisterschaft 2013 isch d Gisin gstürzt und het sich deby de rächti Mittelhandchnoche broche.[4] Trotz dere Verletzig het sie d Saison nach ere churze Pause wytergmacht.
QT000001345	Im Dezämber 2007 isch in Dütschland die vierti Singleuskopplig Happy Ending und im März 2008 als witeri Uskopplig Lollipop erschiene.
QT000001346	Zerst het sie en komplette Yfüehrigskurs i di modärni Kunst bim Duchamp müesse näh, denn d Guggenheim het, wie sie zuegäh het, vorhär kei Känntniss drüber ghat: „Ich ha es modärns Wärch nid vom andere chönne underscheide“.[4] Als Nächstes het sie e Kandinsky-Usstellig gmacht, und im Juni 1938 het sie Wärch vom Yves Tanguy usgstellt, mit dem sie, sehr zum Missfalle vom Tanguy synere damalige Ehefrau Jeanette, en Affäre gha het.
QT000001347	Referenze
QT000001348	I wolld des Johr zehn Kilo abnemma – fehlad no dreizehn!
QT000001349	Hôsch du ihr då Briåf ibrgäbå?
QT000001350	Mir send gegä di.
QT000001351	I benn beim Tom guat ågsĉriebå.
QT000001352	Tom drenkt gerå Milch gnauso wian i.
QT000001353	Du soddeschd nix gnaggå wellå, an dem du dir de Zehn ausbeischd.
QT000001354	En dr Weschkich hôd mr vor laudr Wassrdampf nemme d'Hååd vor de Augå gsähå.
QT000001355	Verwandti Bruef
QT000001356	A gromms Holz geit au a grads Feier!
QT000001357	Novämber 2014 ghert d Kirch zu d Pfarrei „St. Johannes dr Deifer“ in Seulinge.
QT000001358	Mai girgele frai di, etzt kommt a Blatzrega.
QT000001359	Ufgab
QT000001360	So ebbes han i no nia gsäa.
QT000001361	Schwiizer Cup: 2011, 2014 und 2017 Schwiizer Meischter: 2016
QT000001362	Älles Luåg ond Truåg! Där Mensch liågd, liågd ond liågd!
QT000001363	Mir brauchåd meeh Drengwassr.
QT000001364	Nach ere Arthroskopie het sie drü Wuche pausiere müesse.
QT000001365	Han mir grad a Weld vorgschdelld, wo älle Seggl a Glöggle om dr Hals dragad. 'S war bruddal laut!
QT000001366	Ois ond drei send ôgrade Zåhlå.
QT000001367	Mai Filler tut net.
QT000001368	Siegeri Challenge Roth und Ironman Hawaii 2016
QT000001369	I Oschtantarktika befindet sich einigi bedütendi Grossregione:
QT000001370	En ällem was läbt, steggd doch diå Fraid.
QT000001371	Jedr Gaardä, sei er groß odr kloi, isch ä Weld fir sich.
QT000001372	↑ Duden online (abgruefe am 10. Oktober 2012)
QT000001373	Em Hemml geits koi Bier, drom drenket dens mir hier.
QT000001374	Des sdemmd et, egal, wär s secht.
QT000001375	Bi öppe emene Drittel vo de Lüt gönd alli Symptom vollständig z'rugg. E witers Drittel vo de Betroffene het mengisch Schüb von de Krankheit. Usserhalb vo dene Schüb sind d'Lüt normal.
QT000001376	Bis zum Erste Wältchrieg het er de Grad vom ene Major erreicht.
QT000001377	Steer se ned, wenn se schlåfd.
QT000001378	Gligg isch: wenn mr begreifd, wia älles zsamahengt.
QT000001379	De Streckeną vó dęr WEG deąn koi zsammąhängądes Netz bildą, weil męr blóß då Privátbåną hot bauą kenną, wó's sich fir'd Staatsbå net glohnt hot.
QT000001380	Di letschtere hän z Seulinge a Zehnte kha.
QT000001381	I schnauf! Meh gohd heit ned.
QT000001382	I glaub, mir kenned d'Jurischdå en d'Kategorie dr Monschdr airoiå.
QT000001383	Flucht i d USA
QT000001384	Wär sich emmr normal aufierd, isch doch ned normal.
QT000001385	Demographischi Date
QT000001386	Wemmer gebbad, gebbad mr gern, aber mir gebbad nix.
QT000001387	I han koi eldere Schweschdr.
QT000001388	Mir hend wohl Pech.
QT000001389	D Guggenheim het das Komitee im Dezember 1940 mit ere Summe vo 500.000 Franc understützt.
QT000001390	Ab dr Middli vum 13. Johrhundert hets a Adelsfamilie gäh wu sich noch m Ort gnännt het.
QT000001391	Für d Flüchtlingspolitik isch aber de Bundesrat verantwortlich gsi, währed de Guisan für d Sicherheitslag zueständig gsi isch.
QT000001392	Abgruefen am 8. Februar 2023. ↑ "Wehret den Anfängen": Faschismus im Aargau.
QT000001393	Wia wird mr am beschda mid Debressiona fetig?
QT000001394	Tom guckt mr beim Schaffa zua.
QT000001395	Negativsymptom
QT000001396	I de 1930er Jahr isch er au im Internationale Olympische Komitee tätig gsi.
QT000001397	Isĉ dees eier Ziel?
QT000001398	Was hend sia dônôch do?
QT000001399	Koi Mensch nemmd an guadä Rät ä, abr a jedr nemmd gärä Gäld, also isch Gäld bessr als ä guatr Rät.
QT000001400	Vili Lüt verwechslet Schizophrenie mit andere Krankheite. Sie glaubet, dass Schizophrenie mit enere gspaltene Persönlichkeit z'tue het, was aber nöd de Fall isch. Die Krankheit, wo d'Lüt e gspalteni Persönlichkeit hend heissz hüt dissoziative Indentitätsstörung.
QT000001401	Tom hôd ehm an Gfallå dô.
QT000001402	Mai Sofa ond i, mir vrschdandad ons blend.
QT000001403	Des isch mai Geld.
QT000001404	Dees war so onder oos aŭsgmaĉt.
QT000001405	Ich han mis Portmone verloore.
QT000001406	Schatz, sag mr die drei magische Wörter: Mauldascha send fertig!
QT000001407	I mecht n kennälernä.
QT000001408	Morgå kå l ned. .Mir sähad ons ibrmorgå.
QT000001409	Wil ihm d Medizin nid zuegseit het, het er über Naturwüsseschaft und Rächt uf nes landwirtschaftlichs Studium gwächslet, won er denn z Lyon abgschlosse het.
QT000001410	D Guggenheim isch uf Paris zruggkehrt.
QT000001411	Silbr isch des neie Gold.
QT000001412	Wenn du mid dr Ärbed ferdig bisch, derfschd du hoimgångå.
QT000001413	Im Gägesatz zum i de Wüsseschaft unsschtrittige iisverlust vo de Wesschtantarktis vermittlet Oschtantarktika no keis eidütigs Bild.
QT000001414	„Send d'Kiah scho henna?“ – „Noi, se send no Kiah!“
QT000001415	Tom hos sainen Roman uff ra aldå Schreibmaschinå dippd.
QT000001416	Guade Ideå hådd ma oft en åguade Zeidå.
QT000001417	Ihr Huad isch schee.
QT000001418	D Müglechkeite zum Verchouf vo langwirtschaftlecher Produkt si wäge de fählende Verchehrswäge begränzt gsi.
QT000001419	Seng mr a klois Liedle.
QT000001420	I dr Abfahrt bi de Olympischen Winterspielen 2010 isch d Gisin im Zielhang schwär gstürzt und het sich deby e Ghirnerschütterig zuezoge.
QT000001421	Ko i ned beurteila! Müssd mi intressiera!
QT000001422	Kurz vor äm Schlôfägangä sodd mr nix meeh ässä.
QT000001423	D Abschrift vum Corveyer Geatervuzeichnis üssem Johr 1476 belegt e Schänkung ans Kloschder Corvey im nämlige Zitroim.
QT000001424	S Gebiet isch i Richtig Norde überall vom Südliche Ozean umgäh.
QT000001425	No guat, dass ma mi ned denka höra koa.
QT000001426	Maria môg sähr gern siass-saure Himbeertorte.
QT000001427	Es lyt a de Zürcherstrass 2 in Brämgarte und zellt als symbolträchtige Ort vo de Autonome-Szene im Kanton Aargou und als Träffpunkt vo überregionale soziale, kulturelle und politische Aktivitäte vo de Links-Alternative.
QT000001428	Dr Einzeltäter het sehr chaltblüetig die Tat usgfüehrt.[1] D Opfer sind mit dem Täter nid in Beziehig gstande und hend en nid kennt. Dr Täter isch nid vorbestraft gsi und isch der Polizei vorher nid ufgfalle.
QT000001429	Definition vom Krankheitsbild in Eutopa und i dr USA isch unterschidlich gsi. Das het zu Problem gführt, mit de Hüfigkreite vo de Krankheit.
QT000001430	Ligaentscheidige für d'Saison 2019/2020[1]
QT000001431	Oft höred sie Stimme; befehlendi Stimme sind selte.
QT000001432	Dr Gehald hier isch a Witz.
QT000001433	Älle Mennr hend bloß zwoi Sachå em Senn, Gäld isch des andre.
QT000001434	Sobald den Betroffeni Problem bim zielgrichtete Verhalte het, isch das Kriterium erfüllt. Sehr oft hemnd die Lüt Problem, im Alltag klar z'cho.
QT000001435	In Düütschland cha mä Wiibou und Önologie (Chällerwirtschaft) a dä Hochschuel Geisenheim University studiere.
QT000001436	I mechd dees liåbr heid et machå.
QT000001437	Wieviel Aiwohnr hod Frankreich?
QT000001438	No unbestimmt
QT000001439	S'isch wiklich mai Haus.
QT000001440	Tom håd alloi läbå wellå.
QT000001441	Hoche Botrytisbefall würkt bi trochnigem Wisswii qualitätsmindränd und füert dezue, dass de Wii früeziitig vergreist, dass de Gschmack bitter und de Gruch abstossend wird.
QT000001442	Abgruefen am 8. Februar 2023. ↑ CHE-110.434.033 Handelsregister.
QT000001443	D'Sproch von dene Lüt verarmt.
QT000001444	Svenska Superligan Sportart Unihockey Abchürzig SSL Verband Svenska Innebandyförbundet Ligagründig 1995 Mannschafte 14 Land Schweden Schweden Website
QT000001445	S Walsermuseum z Trisabärg zeigt en Uswahl vo Alpabfahrtshärze i synere Duurusstellig.
QT000001446	D Energiemängi beträit 90 kJ (ca. 22 kcal) pro 100 ml.[6]
QT000001447	A guade Sau frissd älles.
QT000001448	'S Läba isch koin Schlotzer – abr au koi Gosch voll Reißnegl.
QT000001449	Ned älles mit zwoi Bagga isch a Gsichd.
QT000001450	Dees isch mir net nei.
QT000001451	Wie viel Oier hend d'Hennå heid glegd?
QT000001452	Mach ämôl a bissle mee Liachd! Mô kä ja gar nix sähä hier.
QT000001453	Guck emmr durch die Brill vom Åglagdä ond du wirschd zweiflä.
QT000001454	Buechpriis vo de Stadt Bern (1981, für Keine Hand frei.) schwiizerische Jugendbuchpriis (1981, für Welt hinter Glas.)
QT000001455	Wenn Rüabå gfrogd senn uff'm Markt, muåss ma se ned wäschå.
QT000001456	Regie gfüehrt het de Hauptdarsteller Ed Harris.
QT000001457	I han å Auto, aber i nutz 's ned oft.
QT000001458	Dr godzige, wo an Ozelotpelz wirklich brauchd, isch dr Otelot selber.
QT000001459	Gäbb älles, was du hôschd... mee kôsch du et dô!
QT000001460	Wermd eich am Feier.
QT000001461	D Gisin het wieder de Aaschluss a d Wältspitze gfunde, Spitzenergäbniss sind aber i de Saison 2007/08 mit Uusnahm vomene nünte Platz usblibe.
QT000001462	Mir hend net gwissd, was mr do soddat.
QT000001463	Mir send scho seit 2013 dô.
QT000001464	Heit isch dr Daag des Mitdenkens! No schad, dass 'n so wenig Leit mitfeira kennad.
QT000001465	„Mir vrkaufad koine Zigareddä an Kendr“, hôd die Kassirere gsaid. „Die bleibed also hier.“ – „Abr die send fir main Vadder!“
QT000001466	Siegeri Ironman Hawaii und Ironman 70.3 World Championship 2017
QT000001467	Dees hoißt ma Fordschridd – kaum hådd ma sich dia Delefonnommra gmerkt, no werdad se omgschdelld.
QT000001468	Dr Kiddl isch gfliggd.
QT000001469	Dees isch mir no nia bassierd.
QT000001470	Rivella Grüen isch 1999 als dritti Sorte i s Sortimänt ufgnuu worde.
QT000001471	Fläsche mit Rivella Rot syt 1952
QT000001472	I hann an sauguadn Wai em Kellr.
QT000001473	Schwob sai isch es Schönschde, was oim bassiera koa!
QT000001474	Layla hôd di Kreditkart von ihrå Muådr emmer gnommå.
QT000001475	Wahn:Wahn isch e feschti Überzügig.
QT000001476	„Wie viel Leit schaffad bei eich em Gschäfd?“ – „Faschd Hälfde!“
QT000001477	S'ischd faschd siebåne.
QT000001478	D'Aiwohnęr vó dęr "Wissąschaftsstadt" sen z'ógfähr annąmą Virtel Wissąschaftlęr.
QT000001479	Wiå lang braucht mô mid am Kamel vo Babylo nôch Jerusalem? – Ogfähr zwoi Monad.
QT000001480	Frei isch bloß där, där nix brauchd ond dem nix fähld.
QT000001481	D Temperature sind da no niedriger und iisfreyi Stelle, wie s sie z. B. a de Küschte vo de Antarktische Halbinsle git, exischtiered da praktisch nöd.
QT000001482	Typisch für d'Denkstörige isch d'Ausbilig vom eneWahn.
QT000001483	Die stellt d Abgränzig vo de Oschtantarktis uf em Fäschtland dar.
QT000001484	Sithär nimmt sie jedes Johr an dr Basler Fasnacht dail.
QT000001485	D'Stille machd d'schenschde Musig.
QT000001486	Gnüssesch du dä Summer?
QT000001487	Lueg
QT000001488	Die Trubä chönd zu hochwärtigä Möscht für Usläse, Beeriusläse oder Trochäbeeriuusläse wiiterväredlät wärde.
QT000001489	A Frau machd sich ällaweil Sorga om ihre Zukunfd, bis se an Moa hod. – A Moa machd sich koine Sorga om sei Zukunfd, bis er a Frau hod!
QT000001490	Den Eduardo Riedel (gebuer de 5. Juli 1969) ass e Politiker a Gouverneur vu Mato Grosso do Sul, 2022 bei de brasilianesche Wahlen gewielt.
QT000001491	Ond d'Nåchberna hent an Nåma ausgruafa ond gsaed: A Soh ischd gebora für d Noomi! Ond se hent saen Nåma gruafa: Obed. Des ischd dr Vadr vom Isai, am (König) David sae Vadr.
QT000001492	S Wort Winzer stammt vom latinische Wort vinitor (Wiibuur/Wiiläser) beziehigswis vinum (Wii).
QT000001493	'S Guate uff'm Dorf: Jeder kennd jeden. 'S Schlechte uff'm Dorf: Jeder kennd jedden.
QT000001494	Du hôsch mir viel gäbå, abr nô mee weggnommå.
QT000001495	„Was misst an Partner in die Bezieong aibrenga, dass er zu eahne basst?“ – „Spätzla!“
QT000001496	GC Unihockey isch im März 2002 duur e Fusion vo de Clubs UHC Cosmic Züri, UHC Züri und de Züri Lakers gründet worde.
QT000001497	Mir send gwarnd wordå.
QT000001498	Siå kô Portugiesisch schwätzå.
QT000001499	Heif hane et guad schlôfå kennå.
QT000001500	Des Broblem hen mir no niå ghedd.
QT000001501	Wär am Fluss wohnd, vrschdåd d'Fisch..
QT000001502	I han daine Ärdbeerå gesså.
QT000001503	Wo bekomm i an Schdadplô?
QT000001504	Sit 2014 isch är zudäm in der Jury vo dr französische Version vo The Voice.
QT000001505	I han a furchtbare Erfahrong gmacht.
QT000001506	D Generation vo de Zytzüüge (Arbeitskreis Gelebte Geschichte) und die traditionelle Historiker (Walther Hofer, Herbert Reginbogin, Jürg Stüssi-Lauterburg) sind sich einig gsi, dass em Guisan und de Réduit-Strategie de Hauptverdiänst zuechunnt, dass de Hitler d Schwiiz nid bsetzt het.
QT000001507	I han neilich drei Diäta gmachd – von oira alloi werd i ned satt!
QT000001508	Im Juni 2016 het sie zum dritte Mau i Foug dr Ironman 70.3 Switzerland chönne gwünne.
QT000001509	Diå Kirch isch em fuffzehndä Jôrhondrd baud worrä.
QT000001510	Schwoba send am Herrgodd sai Maischderschdiggle.
QT000001511	S gliech het mer oi im Chor gmacht. S Mittelschiff isch 7 Medder breid und zwei mol so lang. D Arkadbege stehn uf fümpf achteckige Pfieler.
QT000001512	Tom isch å Schlangåbschwörer.
QT000001513	Lobby hoißt där Ort, wo d'Wissaschaffd am beschda eren Schdammdisch hôd
QT000001514	Zur Värbesserig vo dä Absatzchance und zum rationelle Betrieb händ sich i vielne Gebiät d Winzer zu Winzergnosseschaftä zämegschlosse.
QT000001515	Wenn mr sai Ohr uff a hoisse Herdpladd druggt, koa mr riacha, wie bleed mr isch.
QT000001516	I de Saison 2017/2018 het Tunet als erschte Verein i Norwege i vier Kategorie i einer Saison de Norwegisch Meischtertitel chönne günne, nämmli bi de Elite Dame, de U15- und U17-Meitli und de U15-Buebe.[2]
QT000001517	Mir Schwoba dädat onsre Fähler zuagebba – wenn mr welche häddat.
QT000001518	Als Legastheniker het är Problem i der Schuel gha und isch vo sine Klassekamerade ghänslet worde, sini Mueter het ihn drum es Joor lang dehei unterrichtet.
QT000001519	Nix isch schwärer zom ertraga, als a Roih vo uade Däg.
QT000001520	Du soddeschd soford åfangå.
QT000001521	I han gnuag Geld fir da Reschd vo maim Läbä, außr wenn i mir ebbes kauf.
QT000001522	Send Pinguin Veegl?
QT000001523	Ibr was hend Siå mid mir schwätzå wellå?
QT000001524	Mir faret em Sommr nôch Siebåbirgå.
QT000001525	Ällaweil dia neidische Bligge em Fiddness-Schdudio! Sollad se sich hald ihre oigene Mauldascha midbrenga!
QT000001526	Gäld isch et so wichtig. Drom isch's mir ganz egal, ob i 70 odr 80 Millionä Dollar han.
